calling phone;receiving phone;date;price
32;97;2020-12-12;18
21;39;2020-05-26;3
90;97;2020-11-29;18
14;74;2020-12-18;6
47;98;2020-01-23;3
19;61;2020-12-01;8
63;23;2020-12-13;3
60;84;2020-02-13;19
31;63;2021-01-15;16
23;55;2020-07-31;0
84;87;2020-11-25;19
32;99;2020-10-04;12
73;91;2020-02-24;13
28;34;2020-12-30;12
50;22;2020-05-13;1
47;34;2020-09-16;12
96;92;2020-11-16;5
29;74;2020-05-28;13
29;24;2020-03-06;5
69;33;2020-12-29;2
96;76;2020-10-20;2
79;15;2020-02-15;3
37;55;2020-01-05;16
48;74;2020-02-07;11
85;75;2020-03-11;3
44;37;2020-08-11;6
75;72;2020-08-14;19
56;41;2020-05-24;9
61;19;2020-06-09;3
56;85;2020-02-11;11
49;55;2020-11-29;3
20;76;2020-04-10;10
62;15;2020-05-23;3
10;52;2020-11-30;14
21;95;2020-01-05;8
36;18;2020-05-08;1
99;52;2020-06-07;8
93;43;2020-10-20;0
35;37;2020-09-26;11
76;70;2020-11-03;5
94;35;2020-04-26;6
80;95;2020-04-19;16
31;73;2020-12-29;8
37;31;2020-05-18;1
77;81;2020-07-13;0
86;67;2020-05-24;8
60;62;2020-04-22;8
99;18;2020-01-25;5
14;34;2020-03-10;14
52;59;2020-11-30;0
87;48;2020-08-07;6
49;78;2020-05-02;2
92;96;2020-03-31;14
49;27;2020-08-25;5
27;38;2020-07-18;3
67;31;2020-10-30;10
15;57;2020-08-14;10
68;15;2020-11-15;0
20;25;2020-02-15;9
95;71;2020-03-08;4
81;32;2020-09-28;2
10;41;2020-01-12;17
49;35;2020-06-18;7
45;60;2020-01-23;2
27;28;2020-12-05;6
76;10;2021-01-19;5
63;60;2020-05-04;1
28;25;2020-02-17;14
18;99;2020-07-27;7
46;95;2020-09-20;2
76;80;2020-03-09;5
79;71;2020-02-23;13
95;31;2020-10-31;2
41;86;2020-01-27;18
52;20;2020-09-28;10
72;74;2021-01-10;9
91;29;2020-06-25;1
59;10;2020-12-23;13
88;16;2020-07-07;12
58;76;2020-04-17;18
46;58;2020-09-15;0
72;92;2020-09-03;11
60;14;2020-07-05;7
83;22;2020-12-27;18
30;61;2020-06-14;12
32;79;2020-08-18;1
53;47;2020-03-29;12
74;42;2020-03-24;13
59;22;2020-09-04;12
64;77;2020-12-30;5
37;36;2020-06-17;2
95;59;2020-02-08;17
27;26;2020-05-12;4
72;44;2020-05-23;11
83;66;2020-06-08;5
56;68;2020-08-05;11
31;13;2020-08-22;5
19;76;2020-12-28;2
26;86;2020-03-10;14
81;97;2020-09-14;4
23;16;2020-02-28;17
98;91;2020-05-19;19
66;82;2020-01-01;8
49;49;2020-10-15;11
52;21;2020-11-13;13
74;38;2020-01-24;10
12;25;2020-06-03;14
27;41;2021-01-13;18
60;15;2020-07-09;10
36;50;2020-03-11;8
59;88;2020-06-09;5
23;59;2020-12-23;3
24;60;2020-04-03;11
46;31;2020-12-03;17
99;49;2020-09-01;7
15;62;2020-04-05;14
95;25;2020-05-04;11
51;17;2020-11-21;7
31;58;2020-06-07;9
54;17;2020-05-13;1
31;86;2020-11-13;11
94;58;2021-01-14;10
74;52;2020-08-18;14
70;66;2020-12-31;2
55;38;2020-05-04;14
39;80;2020-07-22;16
23;20;2020-04-25;18
85;45;2020-12-14;16
94;21;2020-06-07;17
23;66;2020-12-21;17
56;22;2020-07-13;17
17;24;2020-10-25;9
14;69;2020-04-16;6
58;97;2020-07-29;7
58;60;2020-08-24;11
56;93;2020-11-20;12
32;27;2020-12-27;10
69;94;2020-10-07;19
62;43;2020-10-06;1
60;78;2020-03-27;15
50;85;2020-02-08;15
64;27;2020-08-25;0
79;73;2020-06-08;19
35;53;2020-10-02;19
92;14;2021-01-15;7
98;87;2020-08-07;18
41;46;2020-07-04;17
36;58;2020-09-25;15
91;91;2020-04-01;3
37;88;2020-10-12;9
65;41;2020-09-25;19
68;89;2020-02-03;16
65;46;2020-02-09;13
47;48;2020-10-18;11
79;92;2020-07-29;14
89;48;2021-01-13;15
85;10;2020-03-19;4
69;23;2021-01-02;13
60;76;2020-09-09;1
31;95;2020-02-24;10
10;59;2020-07-24;16
87;41;2020-04-16;19
36;60;2020-06-01;13
35;65;2020-04-10;2
87;38;2020-12-09;15
86;31;2020-11-05;9
97;19;2020-01-02;11
90;21;2020-08-07;14
84;85;2020-04-29;18
49;81;2020-03-05;7
64;69;2020-05-20;4
39;48;2020-12-22;6
46;35;2021-01-08;6
73;90;2020-12-15;10
74;43;2020-12-09;5
65;22;2021-01-03;2
19;30;2020-11-07;12
40;79;2020-04-28;15
51;63;2020-12-09;12
20;20;2020-08-12;10
89;83;2020-09-18;15
12;27;2020-06-03;15
95;37;2020-09-14;10
62;47;2020-03-20;7
58;36;2020-04-07;0
93;36;2020-12-28;2
67;79;2020-02-16;11
14;85;2020-02-15;7
68;69;2020-02-26;3
50;29;2021-01-05;7
31;62;2020-03-29;16
31;62;2020-03-17;13
31;20;2020-05-07;11
56;61;2020-08-21;5
61;49;2020-08-20;4
50;38;2020-05-31;7
41;66;2020-02-25;10
78;50;2020-12-22;2
47;67;2020-08-26;9
20;99;2020-01-29;1
27;64;2020-09-01;2
55;28;2020-02-07;7
84;19;2020-12-23;5
73;34;2020-07-09;3
25;47;2020-12-16;14
30;54;2020-05-23;10
95;45;2020-03-24;8
57;32;2020-10-08;6
93;10;2020-12-27;8
93;26;2020-05-03;13
49;45;2020-09-19;16
29;26;2021-01-04;16
40;33;2020-07-14;12
73;53;2020-12-23;8
77;97;2020-06-09;8
19;65;2020-05-20;0
77;51;2020-01-02;10
95;49;2020-03-29;8
52;84;2020-04-10;13
28;94;2020-11-13;1
54;65;2020-03-28;5
38;68;2020-03-26;12
27;64;2021-01-14;0
47;88;2020-06-09;9
22;25;2020-03-25;8
55;30;2020-04-28;12
52;63;2020-03-26;4
54;83;2020-12-30;19
86;69;2020-08-27;18
60;90;2020-12-09;4
49;45;2020-11-08;15
68;66;2020-06-02;8
50;45;2020-07-04;13
93;21;2020-03-28;1
38;99;2020-03-04;5
14;70;2020-04-01;9
71;22;2020-08-03;15
97;66;2020-12-21;4
67;26;2020-12-18;17
27;29;2020-08-07;18
35;69;2020-02-17;12
88;46;2020-05-30;1
68;58;2020-02-27;14
46;70;2020-04-21;5
88;27;2020-02-20;19
49;59;2020-07-07;4
20;97;2020-06-09;8
27;24;2020-12-05;15
17;98;2020-07-20;14
74;79;2020-09-13;16
16;43;2020-12-24;6
82;77;2020-01-14;19
84;21;2020-03-18;9
33;93;2020-04-06;3
48;75;2020-10-18;13
29;94;2020-02-08;18
61;36;2020-07-21;6
45;81;2020-04-19;12
12;55;2020-05-02;11
16;62;2020-01-22;9
55;87;2020-10-06;0
34;40;2020-09-11;2
34;62;2020-12-19;3
15;93;2020-02-08;4
74;55;2020-06-03;18
33;69;2020-12-17;17
93;32;2020-02-24;9
84;77;2020-05-11;19
90;16;2020-07-04;14
56;41;2020-01-06;2
93;82;2021-01-06;5
29;63;2021-01-18;9
25;16;2020-11-10;17
94;62;2020-11-10;11
85;14;2020-10-20;6
95;91;2021-01-17;7
45;35;2020-02-08;19
13;45;2020-06-28;16
80;43;2020-03-28;17
47;26;2021-01-09;10
91;85;2020-09-10;8
63;66;2020-02-08;15
77;24;2021-01-09;7
97;17;2020-12-16;2
97;43;2021-01-08;12
86;89;2020-04-05;16
76;38;2020-06-01;16
78;93;2020-03-21;16
22;81;2020-01-01;3
66;18;2020-03-19;6
29;32;2020-03-01;11
35;71;2020-09-28;8
95;46;2020-07-25;9
77;79;2020-06-05;7
12;14;2020-01-02;18
15;21;2020-05-10;19
65;44;2020-10-09;5
44;71;2020-12-27;15
57;12;2020-10-23;4
58;54;2020-08-06;7
78;17;2021-01-02;0
54;63;2020-12-28;6
78;26;2020-05-09;0
55;23;2020-04-17;12
99;52;2020-12-17;9
59;71;2020-10-21;15
22;61;2020-03-10;1
67;46;2020-04-30;14
66;17;2021-01-07;8
13;64;2020-06-17;14
74;36;2020-05-03;0
56;82;2020-12-24;3
49;77;2020-12-01;9
74;11;2020-01-21;11
98;16;2020-02-29;15
25;92;2020-03-01;13
41;23;2020-07-17;13
23;37;2020-12-30;7
65;39;2020-08-01;17
79;67;2020-07-21;14
28;15;2020-07-25;19
60;48;2020-02-14;9
11;77;2020-02-20;0
76;19;2020-10-18;1
83;71;2020-07-23;15
29;68;2020-05-10;13
62;99;2020-08-26;19
96;68;2020-12-23;19
12;54;2020-12-31;14
33;51;2020-05-20;17
65;91;2021-01-16;17
27;21;2020-01-22;16
29;21;2020-07-21;3
83;32;2021-01-09;0
53;81;2020-08-08;3
84;46;2020-01-27;12
33;52;2020-11-30;13
49;88;2020-08-23;1
47;32;2021-01-12;1
60;59;2020-01-30;4
74;25;2020-03-07;15
95;97;2020-03-11;17
87;97;2020-10-17;5
26;16;2020-08-21;16
10;72;2020-12-16;7
33;66;2020-11-28;9
21;76;2020-06-19;18
34;15;2020-02-26;11
41;51;2020-06-23;15
44;76;2020-02-19;16
53;49;2020-11-05;12
30;56;2020-04-17;1
46;30;2020-02-27;9
45;74;2020-03-17;16
20;29;2020-03-18;5
25;84;2020-04-10;3
53;39;2020-02-09;10
60;26;2020-09-26;0
53;58;2020-03-29;1
92;71;2020-10-27;0
98;45;2020-01-01;13
85;24;2020-08-12;15
14;71;2020-11-04;16
42;66;2020-09-18;2
47;57;2020-06-21;0
69;82;2020-05-15;19
16;35;2020-01-18;12
29;30;2020-04-24;13
79;83;2020-11-13;1
90;47;2020-11-13;15
94;84;2020-07-27;8
29;87;2020-05-02;12
77;45;2021-01-10;7
74;87;2020-12-15;15
78;87;2020-08-17;2
52;33;2020-07-04;11
85;21;2020-06-02;18
13;13;2020-09-10;7
19;80;2020-06-22;4
53;89;2020-11-05;19
37;77;2020-08-06;19
54;61;2021-01-15;4
97;77;2020-02-29;8
93;11;2020-05-02;15
80;61;2020-08-20;1
36;48;2020-11-06;18
20;80;2020-12-15;10
37;37;2020-09-04;18
14;15;2020-05-18;14
84;19;2020-04-28;2
30;66;2020-12-16;5
23;13;2021-01-12;16
50;18;2020-08-25;9
38;42;2020-01-26;17
17;58;2020-08-23;18
69;58;2020-09-05;5
96;53;2020-10-10;19
21;80;2020-05-20;6
88;47;2020-10-24;13
72;18;2020-02-28;16
58;65;2020-03-03;14
37;52;2020-06-13;2
91;72;2020-08-25;1
30;19;2020-10-17;0
57;52;2020-05-31;14
88;51;2020-10-25;4
83;59;2020-08-20;9
68;27;2020-06-24;15
50;64;2021-01-03;1
83;89;2020-09-04;13
56;29;2020-10-28;2
81;43;2020-01-12;2
61;61;2020-07-12;16
24;42;2020-11-12;4
48;97;2020-01-02;18
67;81;2020-10-22;4
93;42;2020-02-02;19
43;32;2020-07-20;18
63;89;2020-07-21;14
25;74;2020-12-30;1
99;66;2020-06-10;2
88;96;2020-08-20;13
54;64;2020-06-06;0
24;88;2020-08-05;19
76;50;2020-03-24;11
65;21;2020-05-04;4
48;70;2020-06-23;11
35;92;2020-10-01;13
20;82;2020-09-08;1
69;11;2020-02-11;18
79;20;2020-06-20;7
10;61;2020-06-21;2
21;26;2020-06-06;2
33;15;2020-04-23;10
37;58;2020-07-04;17
56;57;2020-11-25;16
72;93;2020-01-03;12
84;52;2020-07-07;4
92;73;2020-06-19;4
16;56;2020-03-27;13
17;39;2020-12-16;14
97;15;2020-01-21;10
62;96;2020-10-26;2
47;64;2021-01-12;3
88;70;2020-03-11;3
97;33;2020-10-27;19
56;62;2020-07-14;12
33;58;2020-05-12;17
76;22;2020-04-09;0
30;19;2020-03-29;12
80;32;2020-03-17;4
87;73;2020-05-15;13
71;89;2020-07-15;0
90;99;2020-07-10;17
73;98;2020-01-15;4
22;12;2020-01-28;4
42;41;2020-01-16;9
40;31;2020-05-06;10
48;25;2020-05-20;8
58;81;2020-02-04;19
25;65;2020-06-29;2
30;29;2020-08-15;0
97;82;2020-01-26;2
96;60;2020-05-31;10
51;66;2020-01-20;5
87;11;2020-01-01;7
10;36;2020-01-19;2
13;93;2020-09-30;12
73;85;2020-12-21;2
19;72;2020-10-20;9
82;73;2020-11-24;16
12;11;2020-05-22;5
80;99;2020-03-31;7
47;39;2020-05-19;7
85;37;2020-02-12;12
92;71;2020-11-11;14
21;50;2020-05-11;8
22;36;2020-08-20;5
99;28;2020-07-27;5
77;34;2020-02-03;18
81;42;2020-03-25;17
17;15;2020-07-31;5
78;77;2020-08-13;17
79;79;2020-10-19;8
59;26;2021-01-15;10
34;39;2021-01-08;11
46;63;2021-01-04;6
10;58;2020-03-18;7
97;14;2020-02-14;8
27;39;2020-03-21;12
29;13;2020-01-02;6
96;90;2020-04-17;8
19;85;2020-11-08;9
61;61;2020-04-06;4
74;90;2020-04-14;12
64;22;2020-06-03;19
62;41;2020-12-13;8
89;77;2020-10-14;7
27;67;2020-06-11;19
96;61;2020-04-14;15
63;59;2020-07-26;12
25;94;2020-05-12;17
93;97;2020-08-27;14
81;84;2020-12-18;6
22;18;2020-06-02;11
25;44;2020-05-12;3
61;89;2020-11-15;8
26;35;2020-06-10;19
31;64;2020-01-13;13
71;71;2020-11-19;0
83;29;2020-08-28;7
50;20;2020-08-31;2
50;81;2020-08-06;7
34;14;2020-07-12;12
54;37;2020-03-11;5
43;91;2020-06-29;9
85;91;2020-05-24;7
31;11;2020-11-21;19
48;75;2020-01-13;4
98;98;2020-03-26;12
77;34;2020-07-03;4
79;65;2020-11-19;5
31;21;2020-02-24;15
38;20;2020-02-12;13
80;81;2020-06-20;14
76;16;2020-10-07;17
94;91;2020-06-07;17
64;73;2020-02-13;11
93;24;2020-08-24;14
96;32;2020-02-28;16
40;72;2020-08-05;15
14;30;2020-08-10;7
21;53;2020-07-13;16
37;38;2020-05-07;17
79;75;2020-01-01;9
11;56;2020-07-20;4
16;85;2020-05-16;8
51;23;2020-07-01;1
74;57;2020-07-28;13
98;31;2020-06-13;11
62;22;2020-02-03;8
84;17;2020-09-19;19
54;94;2020-09-05;8
30;14;2020-12-27;2
86;78;2020-06-02;8
76;75;2020-10-27;2
62;75;2020-08-06;17
12;23;2020-11-21;7
89;15;2020-09-06;10
41;96;2020-11-11;18
75;47;2020-06-28;9
37;51;2020-03-14;12
19;23;2020-05-13;6
64;44;2020-09-11;16
85;23;2020-12-12;6
31;60;2020-09-30;17
55;29;2020-03-21;19
11;63;2020-06-20;3
62;15;2020-03-29;2
78;50;2020-01-18;15
43;78;2020-04-07;13
40;59;2020-12-27;2
60;37;2020-03-25;13
99;30;2020-11-03;8
44;48;2020-08-23;0
92;90;2020-04-30;5
68;44;2020-07-24;4
25;18;2020-05-18;14
60;24;2020-08-17;15
62;79;2020-02-07;8
96;19;2020-03-12;4
40;81;2020-02-28;18
37;96;2020-06-23;12
71;46;2020-02-02;17
78;48;2020-06-18;9
99;68;2020-02-02;9
37;86;2020-03-02;3
57;54;2020-11-09;5
47;79;2020-06-05;9
71;60;2020-08-09;9
70;48;2020-09-30;14
35;44;2020-06-22;13
33;30;2020-08-11;5
96;59;2020-11-19;9
74;87;2020-03-10;8
68;21;2020-08-08;8
93;38;2020-09-28;10
46;42;2020-07-10;8
16;13;2021-01-04;14
27;97;2020-07-25;10
47;12;2020-02-28;13
42;28;2020-08-29;15
78;14;2020-04-03;4
98;45;2020-06-12;8
10;75;2021-01-07;5
49;13;2020-02-14;13
65;41;2020-07-29;18
83;15;2020-04-16;11
46;27;2020-07-05;0
62;67;2020-01-04;5
73;99;2020-01-16;0
65;84;2020-10-24;8
85;27;2020-03-17;2
37;74;2021-01-10;8
54;67;2020-07-28;0
20;76;2020-08-30;10
43;12;2020-03-11;16
62;31;2020-03-10;0
51;40;2020-04-15;4
46;54;2020-01-13;14
27;67;2020-12-13;5
37;58;2020-07-14;18
13;68;2020-09-14;5
45;98;2020-11-03;4
82;80;2020-03-26;17
76;18;2020-06-23;13
41;27;2020-08-20;0
56;77;2020-12-14;13
25;50;2020-04-05;15
65;74;2020-09-01;9
90;74;2020-12-25;13
86;61;2020-03-08;18
55;49;2020-05-22;14
74;88;2020-01-30;17
44;96;2020-10-15;4
43;82;2020-02-23;0
58;37;2020-05-23;16
68;39;2020-02-13;4
54;59;2020-11-04;14
56;92;2020-02-17;5
20;21;2020-12-01;16
91;30;2020-03-23;16
16;34;2020-04-18;12
17;96;2020-06-09;15
30;33;2020-01-18;17
63;59;2020-08-25;13
15;64;2020-03-13;19
81;99;2020-12-14;16
68;83;2021-01-09;16
20;68;2020-12-17;17
41;79;2020-08-08;5
84;52;2020-08-26;0
76;72;2020-07-01;19
45;10;2020-06-28;7
88;60;2020-03-28;13
42;79;2020-03-07;7
25;89;2020-01-18;15
44;47;2020-04-17;4
60;90;2020-04-16;6
92;12;2020-11-02;19
67;27;2020-05-22;3
32;41;2020-09-06;0
58;46;2020-09-11;14
47;91;2020-09-06;2
61;52;2020-04-29;12
43;32;2020-11-23;16
20;65;2020-09-05;15
67;71;2020-10-15;16
21;68;2020-01-14;16
11;45;2020-01-01;16
28;84;2020-04-24;18
44;61;2020-09-19;9
56;45;2020-10-03;0
52;53;2020-09-10;19
77;41;2020-09-19;7
99;35;2020-01-20;15
39;88;2020-08-18;4
49;59;2020-11-05;0
34;12;2020-01-24;0
39;19;2020-09-24;7
80;58;2020-12-26;5
66;86;2021-01-07;1
99;42;2020-04-09;6
78;79;2020-01-24;12
69;21;2021-01-04;12
98;66;2020-11-15;7
78;94;2021-01-09;1
55;58;2020-03-02;12
40;37;2020-11-24;10
89;86;2020-08-31;6
65;39;2020-07-04;14
29;46;2020-09-08;11
67;91;2020-08-10;16
32;97;2020-06-14;17
20;96;2020-08-02;10
95;36;2020-09-06;9
90;39;2020-07-30;11
67;12;2020-12-22;16
74;89;2020-02-01;12
60;59;2020-03-06;4
36;10;2020-11-12;4
31;95;2020-10-06;16
32;81;2020-03-15;10
30;60;2020-08-26;7
16;35;2020-11-18;4
71;83;2020-11-12;19
58;24;2020-06-19;0
20;40;2020-05-28;2
14;11;2020-07-09;12
66;10;2020-06-19;17
22;82;2020-11-01;10
59;18;2020-06-13;18
11;66;2020-11-19;14
89;23;2020-10-13;16
14;42;2020-06-05;1
40;12;2020-06-03;7
68;86;2020-02-06;11
90;47;2020-12-26;2
51;56;2020-06-02;10
76;88;2020-02-24;8
89;26;2020-04-28;3
42;78;2020-06-14;10
26;12;2020-12-30;9
25;53;2020-08-13;19
56;78;2020-02-27;10
84;80;2020-08-17;13
60;47;2020-10-18;9
47;15;2020-12-12;3
20;90;2020-09-19;3
38;81;2020-03-29;7
17;24;2020-09-19;10
79;83;2020-10-30;8
67;21;2020-09-06;1
32;30;2020-01-02;15
88;74;2020-04-23;0
12;69;2020-05-05;13
49;91;2020-10-27;4
43;12;2020-02-02;15
69;77;2020-07-12;14
46;85;2020-10-18;11
55;82;2020-06-29;13
71;62;2021-01-11;11
15;79;2020-10-21;5
93;17;2020-08-16;3
71;88;2020-09-12;9
55;47;2020-05-11;17
18;14;2020-05-07;2
32;88;2020-08-24;1
47;98;2020-05-01;15
49;19;2021-01-02;5
81;35;2020-04-26;18
81;72;2020-05-09;14
58;98;2020-06-17;2
82;69;2020-12-28;19
99;26;2020-03-24;18
32;72;2020-09-16;4
72;67;2020-06-14;16
98;81;2021-01-11;4
27;20;2020-04-15;0
36;22;2020-11-29;3
99;35;2020-10-22;19
22;82;2020-08-17;19
63;61;2021-01-13;19
38;44;2020-09-24;17
50;65;2020-12-06;7
38;36;2020-01-09;13
76;89;2020-10-04;8
47;48;2020-04-26;1
80;57;2020-07-01;6
74;63;2020-09-13;19
57;29;2020-07-03;18
75;49;2020-06-30;6
13;46;2020-10-23;6
89;61;2021-01-02;13
75;65;2020-09-02;17
36;49;2020-01-08;8
25;79;2020-06-04;5
34;97;2020-07-29;12
45;64;2020-08-16;7
93;57;2020-08-23;1
87;70;2020-07-29;8
50;38;2021-01-13;3
45;65;2020-11-02;12
82;12;2020-03-18;0
30;26;2020-09-30;13
40;87;2020-05-05;3
21;23;2020-03-05;0
94;55;2020-04-16;4
58;79;2020-05-31;0
51;34;2020-05-05;2
17;94;2020-11-15;7
20;73;2020-03-23;17
85;88;2021-01-07;5
71;43;2020-12-24;9
42;64;2020-07-22;16
98;38;2020-07-23;13
49;17;2020-08-25;19
49;14;2020-04-03;7
45;60;2020-10-30;4
26;52;2020-01-22;15
89;72;2020-01-18;16
24;26;2020-05-30;9
24;26;2020-11-27;14
84;53;2020-06-22;4
77;27;2020-07-15;19
92;17;2020-08-13;0
12;29;2020-09-01;0
88;66;2020-09-28;17
35;46;2020-03-05;8
75;99;2020-06-18;16
98;59;2020-09-13;10
48;99;2020-07-22;18
48;83;2020-08-16;18
70;80;2020-02-25;18
73;69;2020-04-26;15
90;46;2020-11-06;0
65;65;2020-05-22;13
97;14;2020-01-01;18
48;13;2020-07-08;11
41;36;2020-05-27;2
27;58;2020-04-07;7
34;52;2020-04-07;13
78;67;2020-03-01;14
28;76;2020-06-10;5
69;40;2020-03-16;2
43;24;2020-06-22;6
38;70;2020-11-24;2
87;76;2020-10-01;13
16;72;2020-06-24;9
24;80;2020-07-23;1
55;54;2020-10-27;18
54;19;2020-09-27;18
76;47;2021-01-11;8
73;71;2020-05-16;10
97;77;2020-12-24;5
82;65;2020-12-24;15
79;57;2020-10-09;12
67;91;2020-01-03;9
69;59;2020-07-06;7
56;86;2020-12-03;3
11;51;2020-04-08;10
55;76;2020-12-10;6
28;43;2020-07-26;2
33;69;2020-01-01;12
31;99;2020-03-29;10
44;19;2020-04-28;12
22;41;2020-06-22;11
34;90;2020-08-09;8
94;28;2020-04-13;6
27;30;2020-06-01;2
95;40;2020-08-26;3
65;33;2020-02-23;1
66;18;2020-08-18;17
36;36;2020-07-26;9
85;17;2020-12-02;12
52;98;2020-10-12;8
24;44;2020-07-19;5
24;93;2020-07-17;10
22;60;2020-03-12;15
59;51;2020-09-08;0
80;96;2020-03-29;2
80;66;2020-03-25;17
21;96;2020-03-23;7
40;48;2020-08-04;7
37;55;2020-04-11;5
22;13;2020-05-26;14
51;67;2020-11-25;7
72;72;2020-09-27;1
50;74;2020-05-26;11
48;57;2020-10-09;4
60;67;2020-03-27;12
41;27;2020-09-22;12
52;55;2020-01-22;3
83;68;2020-02-08;13
42;74;2020-09-13;7
56;60;2020-09-03;15
30;70;2020-04-27;5
75;52;2020-08-05;12
18;98;2020-04-28;0
76;66;2020-01-07;9
11;40;2020-05-02;12
66;55;2020-02-18;8
42;60;2021-01-06;0
40;47;2020-06-29;14
34;49;2020-04-25;17
60;21;2020-11-29;10
49;52;2020-06-13;16
75;79;2020-10-23;16
87;17;2020-09-21;18
96;59;2020-07-09;5
50;32;2020-10-22;13
55;49;2020-06-06;2
93;55;2020-08-24;6
68;32;2020-08-09;5
72;40;2020-02-27;18
10;72;2020-11-01;9
63;33;2020-09-03;15
35;75;2020-05-25;10
66;13;2020-01-21;12
93;22;2020-03-23;8
13;53;2020-12-09;7
26;42;2021-01-05;13
94;66;2020-11-21;1
51;10;2020-08-12;19
77;57;2020-06-09;5
54;72;2020-06-26;15
99;13;2021-01-07;14
79;69;2020-02-08;16
82;77;2020-01-10;16
30;47;2020-10-19;2
44;54;2020-03-26;0
23;49;2020-11-19;8
68;93;2020-01-27;4
78;93;2020-10-24;8
54;49;2020-08-24;14
13;39;2020-10-04;4
28;11;2020-02-15;17
75;20;2020-09-26;3
25;55;2020-01-12;4
95;72;2020-01-27;9
94;67;2020-07-21;2
71;17;2020-02-12;1
42;16;2020-08-04;15
13;14;2020-01-27;19
38;21;2020-07-01;10
75;37;2020-08-28;16
22;92;2020-07-25;1
43;97;2020-09-22;8
91;46;2020-09-22;10
59;24;2020-09-07;8
25;15;2020-06-02;9
14;53;2020-03-02;18
49;57;2020-02-01;0
32;95;2020-02-08;15
97;10;2021-01-18;7
46;85;2020-07-31;9
70;39;2021-01-09;14
13;59;2020-05-31;10
92;14;2020-09-21;8
29;72;2020-08-05;15
78;10;2020-09-10;1
42;73;2020-11-10;4
27;35;2020-03-07;17
60;30;2020-04-03;5
79;12;2020-02-18;7
95;92;2020-03-26;13
43;11;2020-04-07;10
95;90;2020-12-11;3
26;48;2020-05-18;13
36;44;2020-09-06;2
27;98;2020-01-26;15
68;45;2020-03-26;9
17;24;2020-05-18;8
73;89;2020-12-15;5
82;50;2020-08-04;3
85;77;2020-03-09;9
21;92;2020-03-29;14
15;12;2020-03-21;2
55;59;2020-03-30;1
64;60;2020-07-08;3
71;73;2020-05-06;5
26;90;2020-06-23;2
68;72;2020-10-29;10
18;42;2020-02-29;18
43;49;2020-10-18;10
47;48;2021-01-01;8
64;86;2020-09-27;8
18;82;2020-11-29;0
89;47;2020-09-03;19
41;23;2020-12-07;9
73;14;2020-05-07;18
82;70;2020-01-04;5
75;67;2020-06-16;7
57;16;2020-06-10;18
92;40;2020-08-03;1
71;83;2020-11-12;6
79;51;2020-07-22;13
42;65;2020-11-21;2
72;99;2020-08-12;12
96;98;2020-06-25;10
88;36;2020-09-05;1
13;84;2020-03-08;6
78;92;2020-01-02;16
93;78;2021-01-02;14
65;38;2020-11-09;9
95;56;2020-08-22;1
35;85;2020-03-29;16
31;14;2020-01-12;11
90;93;2020-10-11;5
16;20;2020-05-14;19
50;66;2020-06-04;3
54;34;2020-07-15;14
80;42;2020-11-28;12
80;11;2020-03-23;10
13;45;2020-02-10;16
19;69;2020-12-03;14
73;35;2020-02-11;0
39;89;2020-12-28;7
67;61;2020-05-26;12
58;38;2020-09-07;6
95;99;2020-11-06;0
36;25;2020-11-12;14
84;17;2020-12-18;1
31;44;2020-09-15;7
99;55;2020-11-10;2
23;59;2020-11-02;4
97;56;2020-01-05;8
66;88;2020-10-31;14
18;85;2020-09-02;12
64;50;2020-04-08;5
37;33;2021-01-07;1
23;88;2020-03-10;12
52;52;2020-01-06;13
10;21;2020-10-08;1
48;23;2021-01-17;14
18;17;2020-06-14;4
45;24;2020-05-19;12
48;67;2020-08-12;1
46;31;2020-11-05;0
18;39;2020-07-13;3
18;15;2020-08-02;7
69;72;2020-08-29;5
25;50;2020-08-13;17
56;45;2020-04-08;11
68;73;2020-12-24;12
16;60;2020-12-08;7
97;15;2020-09-17;5
91;90;2020-05-07;18
79;10;2020-06-03;7
67;93;2020-11-22;16
77;60;2020-07-27;11
40;61;2020-02-29;14
99;61;2020-08-17;1
11;51;2020-03-22;9
89;86;2020-01-05;17
88;37;2020-01-28;3
50;91;2020-07-20;8
85;69;2020-03-04;11
83;72;2020-03-29;13
92;42;2020-03-10;1
16;64;2020-12-18;13
83;56;2020-11-14;4
13;78;2020-10-18;16
60;15;2020-02-09;10
59;26;2021-01-01;15
34;54;2020-10-20;14
17;67;2020-10-19;13
31;59;2020-02-04;1
87;82;2020-11-14;6
63;24;2020-10-29;19
85;47;2020-05-17;1
92;82;2020-08-14;4
69;85;2020-12-07;4
22;57;2020-10-03;0
25;71;2020-03-17;10
62;95;2020-07-20;8
90;65;2020-08-16;1
55;83;2020-02-18;9
28;77;2020-09-10;10
42;41;2020-03-09;19
57;41;2020-11-24;18
97;86;2021-01-19;19
75;25;2020-01-17;4
15;27;2020-07-19;5
93;66;2020-02-01;19
96;73;2020-05-06;2
75;99;2020-11-01;19
52;69;2020-06-17;18
77;41;2020-05-12;2
93;87;2020-04-18;12
33;82;2020-09-20;6
17;95;2020-07-21;19
44;30;2020-06-23;4
35;87;2020-05-19;5
10;23;2020-02-25;14
36;76;2020-12-21;5
84;53;2020-12-07;12
44;48;2020-01-18;9
95;86;2020-05-20;16
25;16;2020-05-10;17
38;33;2020-09-28;10
96;11;2020-08-19;1
85;18;2020-10-12;10
51;11;2021-01-11;13
47;18;2020-08-01;9
